page_id,name,urlslug,id,align,eye,hair,sex,gsm,alive,appearances,first_appearance,year
575791,Aja ,\/Aja_(Earth-616),Secret Identity,NA,Brown Eyes,Black Hair,Male,NA,Living Characters,5,May-08,2008
160848,Bill Dawson ,\/Bill_Dawson_(Earth-616),No Dual Identity,Good,NA,Red Hair,Male,NA,Living Characters,5,Sep-08,2008
292346,"Carol Danvers (Retro, Skrull) ","\/Carol_Danvers_(Retro,_Skrull)_(Earth-616)",Secret Identity,Bad,Green Eyes,Blond Hair,Female,NA,Deceased Characters,5,Jun-08,2008
167855,Criti Noll ,\/Criti_Noll_(Earth-616),Secret Identity,Bad,Green Eyes,No Hair,Female,NA,Deceased Characters,5,Aug-08,2008
440520,Cut (Wendy) ,\/Cut_(Wendy)_(Earth-616),Secret Identity,Bad,NA,NA,Female,NA,Living Characters,5,Jan-08,2008
169329,DaVanti ,\/DaVanti_(Earth-616),Secret Identity,Bad,Grey Eyes,Blond Hair,Male,NA,Living Characters,5,Oct-08,2008
169312,DeHalle ,\/DeHalle_(Earth-616),Secret Identity,Bad,Grey Eyes,White Hair,Female,NA,Living Characters,5,Oct-08,2008
120483,Heather Sante ,\/Heather_Sante_(Earth-616),Public Identity,Good,NA,Brown Hair,Female,NA,Living Characters,5,Jan-08,2008
690492,Hirochi ,\/Hirochi_(Earth-616),NA,Bad,NA,Black Hair,Male,NA,Living Characters,5,Nov-08,2008
184544,Jakob Eisenhardt ,\/Jakob_Eisenhardt_(Earth-616),NA,Good,Brown Eyes,White Hair,Male,NA,Deceased Characters,5,Nov-08,2008
293331,"James Howlett (Retro, Skrull) ","\/James_Howlett_(Retro,_Skrull)_(Earth-616)",Secret Identity,Bad,Green Eyes,No Hair,Male,NA,Deceased Characters,5,Jun-08,2008
273633,Jebediah Young ,\/Jebediah_Young_(Earth-616),Public Identity,Bad,Brown Eyes,Bald,Male,NA,Living Characters,5,Nov-08,2008
292360,Jessica Jones (Skrull) ,\/Jessica_Jones_(Skrull)_(Earth-616),Secret Identity,Bad,Green Eyes,No Hair,Female,NA,Deceased Characters,5,Jun-08,2008
128342,Jonathan Bryant (Human) ,\/Jonathan_Bryant_(Human)_(Earth-616),Public Identity,Neutral,Blue Eyes,Brown Hair,Male,NA,Deceased Characters,5,Sep-08,2008
160833,Melanie Crane ,\/Melanie_Crane_(Earth-616),No Dual Identity,Good,Brown Eyes,Brown Hair,Female,NA,Living Characters,5,Sep-08,2008
129783,Nogor ,\/Nogor_(Earth-616),Secret Identity,Bad,Red Eyes,No Hair,Male,NA,Living Characters,5,Sep-08,2008
95076,Phaedra ,\/Phaedra_(Earth-616),Secret Identity,Bad,Blue Eyes,Blond Hair,Female,NA,Living Characters,5,Jan-08,2008
127005,Raker ,\/Raker_(Earth-616),Public Identity,Bad,NA,NA,Male,NA,Deceased Characters,5,Aug-08,2008
95050,Siri ,\/Siri_(Earth-616),Secret Identity,Bad,Green Eyes,Black Hair,Female,NA,Deceased Characters,5,Jun-08,2008
292362,"Susan Storm (Retro, Skrull) ","\/Susan_Storm_(Retro,_Skrull)_(Earth-616)",Secret Identity,Bad,Green Eyes,Blond Hair,Male,NA,Deceased Characters,5,Jun-08,2008
448359,Taylor (Purifier) ,\/Taylor_(Purifier)_(Earth-616),Secret Identity,Bad,Brown Eyes,Brown Hair,Male,NA,Deceased Characters,5,Jan-08,2008
196664,VaDrann ,\/VaDrann_(Earth-616),Public Identity,Bad,NA,Bald,Male,NA,Living Characters,5,Oct-08,2008
169324,VaRikk ,\/VaRikk_(Earth-616),Secret Identity,Bad,Green Eyes,Red Hair,Male,NA,Living Characters,5,Oct-08,2008
335900,Yussuf Hussain ,\/Yussuf_Hussain_(Earth-616),No Dual Identity,Good,Brown Eyes,Black Hair,Male,NA,Living Characters,5,Nov-08,2008
278880,Alflyse ,\/Alflyse_(Earth-616),No Dual Identity,Bad,NA,Black Hair,Female,NA,Deceased Characters,5,Oct-09,2009
245647,Bai Gu Jing ,\/Bai_Gu_Jing_(Earth-616),Secret Identity,NA,Red Eyes,No Hair,Female,NA,Living Characters,5,Jan-09,2009
732595,Christopher Walsh ,\/Christopher_Walsh_(Earth-616),Public Identity,NA,Brown Eyes,Brown Hair,Male,NA,Living Characters,5,Feb-09,2009
260678,Claude Cramer ,\/Claude_Cramer_(Earth-616),Secret Identity,Bad,NA,NA,Male,NA,Living Characters,5,Aug-09,2009
278877,Erin Cicero ,\/Erin_Cicero_(Earth-616),Secret Identity,Bad,Red Eyes,Auburn Hair,Female,NA,Deceased Characters,5,Oct-09,2009
737752,Hans Bruder ,\/Hans_Bruder_(Earth-616),No Dual Identity,NA,Black Eyes,Black Hair,Male,NA,Living Characters,5,Oct-09,2009
263105,Lady of Ten Suns ,\/Lady_of_Ten_Suns_(Earth-616),Secret Identity,Good,NA,Orange Hair,Female,NA,Living Characters,5,Sep-09,2009
250636,Molek ,\/Molek_(Earth-616),Secret Identity,NA,Blue Eyes,Grey Hair,Male,NA,Living Characters,5,Jan-09,2009
556490,Murderous Lion ,\/Murderous_Lion_(Earth-616),NA,Neutral,NA,NA,Male,NA,Living Characters,5,Oct-09,2009
263098,Scientific Beast ,\/Scientific_Beast_(Earth-616),Secret Identity,Good,Red Eyes,No Hair,NA,NA,Living Characters,5,Sep-09,2009
260683,Shep Gunderson ,\/Shep_Gunderson_(Earth-616),Secret Identity,Bad,Blue Eyes,Brown Hair,Male,NA,Living Characters,5,Aug-09,2009
233888,Thug (Sublime Corporation) ,\/Thug_(Sublime_Corporation)_(Earth-616),Secret Identity,Bad,NA,Bald,Male,NA,Living Characters,5,Nov-09,2009
278539,Ti Asha Ra ,\/Ti_Asha_Ra_(Earth-616),No Dual Identity,Good,NA,No Hair,Female,NA,Deceased Characters,5,Oct-09,2009
456257,Toltec ,\/Toltec_(Earth-616),NA,Bad,NA,NA,Male,NA,Living Characters,5,Apr-09,2009
243754,Voidian ,\/Voidian_(Earth-616),NA,Bad,NA,NA,Male,NA,Living Characters,5,Jun-09,2009
280644,Zan Philo ,\/Zan_Philo_(Earth-616),Secret Identity,Good,NA,NA,Male,NA,Living Characters,5,Nov-09,2009
386848,Abbey Sykes ,\/Abbey_Sykes_(Earth-616),No Dual Identity,Neutral,Brown Eyes,Black Hair,Female,NA,Living Characters,5,Nov-10,2010
338966,Bangs ,\/Bangs_(Earth-616),Secret Identity,Good,NA,Black Hair,Female,NA,Living Characters,5,Aug-10,2010
402656,Bhakti Gavaskar ,\/Bhakti_Gavaskar_(Earth-616),NA,Good,Brown Eyes,Black Hair,Female,NA,Living Characters,5,Sep-10,2010
339694,Devin Touhy ,\/Devin_Touhy_(Earth-616),Secret Identity,Good,NA,Black Hair,Male,NA,Deceased Characters,5,Aug-10,2010
453356,Dragon (Marco) ,\/Dragon_(Marco)_(Earth-616),Secret Identity,Bad,Brown Eyes,Bald,Male,NA,Living Characters,5,Aug-10,2010
699680,Eldrac ,\/Eldrac_(Earth-616),Secret Identity,Good,Blue Eyes,No Hair,Male,NA,Living Characters,5,Jun-10,2010
497266,Hooud ,\/Hooud_(Earth-616),Secret Identity,Good,NA,No Hair,Female,NA,Living Characters,5,Jun-10,2010
396487,Husam ,\/Husam_(Earth-616),No Dual Identity,Good,NA,Bald,Male,NA,Deceased Characters,5,Oct-10,2010
320749,Ivan Bezukhov ,\/Ivan_Bezukhov_(Earth-616),Secret Identity,NA,NA,NA,Male,NA,Living Characters,5,Jan-10,2010
389332,Jentorra ,\/Jentorra_(Earth-616),Public Identity,Good,Green Eyes,Blond Hair,Female,NA,Living Characters,5,Apr-10,2010
339700,Liana Feeser ,\/Liana_Feeser_(Earth-616),Secret Identity,Bad,NA,Grey Hair,Female,NA,Living Characters,5,Aug-10,2010
339147,London (WCA) ,\/London_(WCA)_(Earth-616),Secret Identity,Good,Blue Eyes,Grey Hair,Female,NA,Living Characters,5,Aug-10,2010
401329,Michael Hall ,\/Michael_Hall_(Earth-616),Public Identity,NA,NA,Blond Hair,Male,NA,Living Characters,5,Dec-10,2010
337880,Miranda Bayer ,\/Miranda_Bayer_(Earth-616),Secret Identity,Good,Purple Eyes,Purple Hair,Female,NA,Living Characters,5,May-10,2010
397889,Noelle Blanc ,\/Noelle_Blanc_(Earth-616),Secret Identity,Bad,Blue Eyes,Blond Hair,Female,NA,Living Characters,5,Dec-10,2010
402660,Rav Gavaskar ,\/Rav_Gavaskar_(Earth-616),NA,Neutral,Brown Eyes,Black Hair,Male,NA,Living Characters,5,Sep-10,2010
303874,Reena Stancioff ,\/Reena_Stancioff_(Earth-616),Secret Identity,Good,Blue Eyes,Blond Hair,Female,NA,Deceased Characters,5,Feb-10,2010
397776,Star Child ,\/Star_Child_(Earth-616),Secret Identity,Neutral,Red Eyes,No Hair,NA,NA,Living Characters,5,Dec-10,2010
471616,Sylvius ,\/Sylvius_(Earth-616),Secret Identity,Bad,Green Eyes,Red Hair,Female,NA,Living Characters,5,Jun-10,2010
405797,Teri Hillman ,\/Teri_Hillman_(Earth-616),Public Identity,Neutral,NA,Blond Hair,Female,NA,Living Characters,5,May-10,2010
416273,Timothy (Inferno Baby) ,\/Timothy_(Inferno_Baby)_(Earth-616),Secret Identity,Bad,Blue Eyes,Black Hair,Male,NA,Deceased Characters,5,Oct-10,2010
398806,Tyler Smithson ,\/Tyler_Smithson_(Earth-616),Secret Identity,Bad,NA,No Hair,Male,NA,Living Characters,5,Sep-10,2010
495141,Alice Hu ,\/Alice_Hu_(Earth-616),No Dual Identity,Good,NA,Black Hair,Female,NA,Living Characters,5,Aug-11,2011
587248,Beast (Lobe) ,\/Beast_(Lobe)_(Earth-616),Secret Identity,Neutral,NA,Brown Hair,Male,NA,Living Characters,5,Jan-11,2011
445610,Carl Rives ,\/Carl_Rives_(Earth-616),Public Identity,Bad,Black Eyes,White Hair,Male,NA,Living Characters,5,Jan-11,2011
587246,Cyclops (Lobe) ,\/Cyclops_(Lobe)_(Earth-616),Secret Identity,Neutral,NA,Black Hair,Male,NA,Living Characters,5,Jan-11,2011
535604,Daniel Alves ,\/Daniel_Alves_(Earth-616),No Dual Identity,Good,NA,NA,Male,NA,Deceased Characters,5,Oct-11,2011
468710,Deidre Wentworth (Earth-11418),\/Deidre_Wentworth_(Earth-11418),Secret Identity,Bad,NA,Brown Hair,Female,NA,Living Characters,5,Aug-11,2011
462559,Dennis Piper ,\/Dennis_Piper_(Earth-616),Secret Identity,Good,Blue Eyes,Black Hair,Male,NA,Living Characters,5,Aug-11,2011
750084,Ella Whitby ,\/Ella_Whitby_(Earth-616),No Dual Identity,NA,Green Eyes,Blond Hair,Female,NA,Deceased Characters,5,Sep-11,2011
470803,Ernst Hoyer ,\/Ernst_Hoyer_(Earth-616),Public Identity,Good,NA,NA,Male,NA,Living Characters,5,Apr-11,2011
462990,Ezekiel Wright ,\/Ezekiel_Wright_(Earth-616),Secret Identity,Good,NA,Black Hair,Male,NA,Living Characters,5,Aug-11,2011
469993,Frank Cortez ,\/Frank_Cortez_(Earth-616),Secret Identity,Good,NA,Red Hair,Male,Homosexual Characters,Deceased Characters,5,Aug-11,2011
466183,General (Piper) ,\/General_(Piper)_(Earth-616),Secret Identity,Bad,Red Eyes,Grey Hair,Male,NA,Deceased Characters,5,Aug-11,2011
476764,Georgios Panayiotou ,\/Georgios_Panayiotou_(Earth-616),Public Identity,Good,Blue Eyes,Black Hair,Male,NA,Living Characters,5,Jun-11,2011
416276,Gruenhilda ,\/Gruenhilda_(Earth-616),NA,Good,NA,Red Hair,Female,NA,Living Characters,5,Jan-11,2011
587245,Iceman (Lobe) ,\/Iceman_(Lobe)_(Earth-616),Secret Identity,Neutral,NA,Blond Hair,Male,NA,Living Characters,5,Jan-11,2011
467200,Jill Harper ,\/Jill_Harper_(Earth-616),NA,Good,Blue Eyes,Blond Hair,Female,NA,Living Characters,5,May-11,2011
516007,Jurgen Muntz ,\/Jurgen_Muntz_(Earth-616),Public Identity,Neutral,NA,Black Hair,Male,NA,Living Characters,5,Mar-11,2011
498022,Marcia Guzman ,\/Marcia_Guzman_(Earth-616),Secret Identity,Good,NA,Black Hair,Female,NA,Living Characters,5,Dec-11,2011
446939,Marcus Lyman ,\/Marcus_Lyman_(Earth-616),Secret Identity,Bad,Green Eyes,Bald,Male,NA,Deceased Characters,5,Apr-11,2011
587244,Marvel Girl (Lobe) ,\/Marvel_Girl_(Lobe)_(Earth-616),Secret Identity,Neutral,Blue Eyes,Red Hair,Female,NA,Living Characters,5,Jan-11,2011
444907,Penny Newsom ,\/Penny_Newsom_(Earth-616),Secret Identity,Neutral,Blue Eyes,Blond Hair,Female,NA,Living Characters,5,Jan-11,2011
492246,Powell McTeague ,\/Powell_McTeague_(Earth-616),Public Identity,Good,NA,Black Hair,Male,NA,Living Characters,5,Dec-11,2011
489051,Praeter (Mike) ,\/Praeter_(Mike)_(Earth-616),Secret Identity,Good,NA,No Hair,Male,NA,Living Characters,5,Jun-11,2011
440413,Pryor Cashman ,\/Pryor_Cashman_(Earth-616),Public Identity,Bad,Brown Eyes,Brown Hair,Male,NA,Living Characters,5,Jan-11,2011
466173,Sarah Starr ,\/Sarah_Starr_(Earth-616),Secret Identity,Good,NA,Brown Hair,Female,NA,Living Characters,5,Aug-11,2011
520674,Servicer ,\/Servicer_(Earth-616),NA,Bad,NA,No Hair,Male,NA,Living Characters,5,Jun-11,2011
519266,Soapbox ,\/Soapbox_(Earth-616),NA,Good,Blue Eyes,Blond Hair,Male,NA,Living Characters,5,May-11,2011
624689,Styx (Legion Personality) ,\/Styx_(Legion_Personality)_(Earth-616),Secret Identity,Bad,Red Eyes,Bald,Male,NA,Living Characters,5,Jul-11,2011
558069,Allison Kemp ,\/Allison_Kemp_(Earth-616),NA,Neutral,NA,Brown Hair,Female,NA,Living Characters,5,Feb-12,2012
552575,Bomb (Anthony) ,\/Bomb_(Anthony)_(Earth-616),Secret Identity,Good,Brown Eyes,Black Hair,Male,NA,Living Characters,5,Oct-12,2012
552253,Christine Chen ,\/Christine_Chen_(Earth-616),NA,Good,Brown Eyes,Black Hair,Female,NA,Living Characters,5,Oct-12,2012
510296,Encephalon ,\/Encephalon_(Earth-616),NA,Bad,NA,Bald,Male,NA,Deceased Characters,5,Apr-12,2012
584753,Eternal Brain (Eternal) ,\/Eternal_Brain_(Eternal)_(Earth-616),NA,Good,NA,No Hair,Male,NA,Deceased Characters,5,Jul-12,2012
556875,Flare (Microns) ,\/Flare_(Microns)_(Earth-616),Secret Identity,Good,NA,NA,Female,NA,Living Characters,5,Dec-12,2012
513813,Gari Oyle ,\/Gari_Oyle_(Earth-616),Public Identity,Bad,Yellow Eyes,Brown Hair,Female,NA,Living Characters,5,Apr-12,2012
566133,Goat-Faced Girl ,\/Goat-Faced_Girl_(Earth-616),Secret Identity,Bad,NA,NA,Female,NA,Living Characters,5,Dec-12,2012
558420,Gouzar ,\/Gouzar_(Earth-616),No Dual Identity,Bad,NA,NA,Male,NA,Living Characters,5,Dec-12,2012
552565,Holly Bright ,\/Holly_Bright_(Earth-616),Secret Identity,Good,Blue Eyes,Brown Hair,Female,NA,Deceased Characters,5,Oct-12,2012
578867,Honest John ,\/Honest_John_(Earth-616),Secret Identity,Bad,Blue Eyes,Blond Hair,Male,NA,Living Characters,5,Dec-12,2012
506357,Howard Ogden ,\/Howard_Ogden_(Earth-616),Public Identity,Good,NA,Brown Hair,Male,NA,Deceased Characters,5,Mar-12,2012
534273,Ixchel ,\/Ixchel_(Earth-616),Public Identity,NA,NA,Black Hair,Female,NA,Living Characters,5,Aug-12,2012
506361,James Murphy ,\/James_Murphy_(Earth-616),Public Identity,Good,NA,Blond Hair,Male,NA,Deceased Characters,5,Mar-12,2012
535462,Jeffrey Fischer ,\/Jeffrey_Fischer_(Earth-616),Public Identity,Good,NA,Black Hair,Male,NA,Living Characters,5,Jul-12,2012
506359,Marcus Simms ,\/Marcus_Simms_(Earth-616),Public Identity,Good,NA,Black Hair,Male,NA,Deceased Characters,5,Mar-12,2012
557273,Quark ,\/Quark_(Earth-616),Public Identity,Good,NA,NA,Male,NA,Living Characters,5,Dec-12,2012
506354,Rico Axelson ,\/Rico_Axelson_(Earth-616),Secret Identity,Good,NA,Black Hair,Male,NA,Deceased Characters,5,Mar-12,2012
509955,Salamander ,\/Salamander_(Earth-616),Secret Identity,Bad,NA,Brown Hair,Male,NA,Living Characters,5,Mar-12,2012
532836,Smithy ,\/Smithy_(Earth-616),Secret Identity,Bad,Brown Eyes,Brown Hair,Male,NA,Deceased Characters,5,May-12,2012
587333,Taxi Taylor ,\/Taxi_Taylor_(Earth-616),Secret Identity,Good,NA,Black Hair,Female,NA,Living Characters,5,Jul-12,2012
556456,Vanessa Baker ,\/Vanessa_Baker_(Earth-616),NA,NA,NA,NA,Female,NA,Living Characters,5,Oct-12,2012
539684,Zoe Walsh ,\/Zoe_Walsh_(Earth-616),No Dual Identity,Bad,Brown Eyes,Black Hair,Female,NA,Living Characters,5,Sep-12,2012
682176,Aldvi ,\/Aldvi_(Earth-616),NA,NA,NA,NA,Female,NA,Deceased Characters,5,May-13,2013
682167,Arnleif ,\/Arnleif_(Earth-616),NA,NA,NA,Brown Hair,Female,NA,Deceased Characters,5,May-13,2013
682165,Balda ,\/Balda_(Earth-616),NA,Bad,NA,NA,Female,NA,Deceased Characters,5,May-13,2013
666929,Chikeko Tomomatsu ,\/Chikeko_Tomomatsu_(Earth-616),NA,NA,Black Eyes,Black Hair,Female,NA,Living Characters,5,May-13,2013
568369,Courtney Johnson ,\/Courtney_Johnson_(Earth-616),Public Identity,Neutral,NA,Blond Hair,Female,NA,Living Characters,5,Feb-13,2013
682163,Daggaerdh ,\/Daggaerdh_(Earth-616),NA,Bad,NA,NA,Female,NA,Deceased Characters,5,May-13,2013
586447,Dangerous Jinn ,\/Dangerous_Jinn_(Earth-616),Secret Identity,Bad,White Eyes,No Hair,Male,NA,Living Characters,5,Jan-13,2013
682171,Disthora ,\/Disthora_(Earth-616),NA,NA,NA,NA,Female,NA,Deceased Characters,5,May-13,2013
612086,Eleanor Bennett ,\/Eleanor_Bennett_(Earth-616),No Dual Identity,Good,Blue Eyes,Blond Hair,Female,NA,Living Characters,5,Jan-13,2013
629255,Mondo (Mojoverse),\/Mondo_(Mojoverse),Secret Identity,Bad,White Eyes,Bald,Female,NA,Living Characters,5,Jan-13,2013
682161,Nedra (Doom Maidens) ,\/Nedra_(Doom_Maidens)_(Earth-616),NA,Bad,NA,NA,Female,NA,Deceased Characters,5,May-13,2013
605423,Santi Sardina ,\/Santi_Sardina_(Earth-616),No Dual Identity,Good,Green Eyes,Black Hair,Male,NA,Living Characters,5,May-13,2013
682169,Sigotta ,\/Sigotta_(Earth-616),NA,Bad,NA,NA,Female,NA,Deceased Characters,5,May-13,2013
683971,Susan Rice ,\/Susan_Rice_(Earth-616),Public Identity,Neutral,NA,Dyed Hair,Female,NA,Living Characters,5,Apr-13,2013
602394,Teslav Tarasova ,\/Teslav_Tarasova_(Earth-616),NA,Neutral,Blue Eyes,Blond Hair,Female,NA,Living Characters,5,Mar-13,2013
589100,Titus ,\/Titus_(Earth-616),No Dual Identity,Bad,Yellow Eyes,No Hair,Male,NA,Deceased Characters,5,Apr-13,2013
683967,Zeta (Mugger) ,\/Zeta_(Mugger)_(Earth-616),Secret Identity,Bad,NA,NA,Male,NA,Living Characters,5,Apr-13,2013
663346,Big Murder ,\/Big_Murder_(Earth-616),NA,Bad,NA,NA,Male,NA,Living Characters,5,NA,NA
663350,Czar ,\/Czar_(Earth-616),NA,Bad,NA,NA,Male,NA,Living Characters,5,NA,NA
601574,Drago ,\/Drago_(Earth-616),Public Identity,NA,Black Eyes,Black Hair,Male,NA,Deceased Characters,5,NA,NA
422875,Fantasma (Dark Ocean Society) ,\/Fantasma_(Dark_Ocean_Society)_(Earth-616),Secret Identity,Bad,NA,Black Hair,Female,NA,Living Characters,5,NA,NA
45802,Gullinbursti ,\/Gullinbursti_(Earth-616),Public Identity,Good,Black Eyes,NA,Male,NA,Living Characters,5,NA,NA
69827,Hans Jorgenson ,\/Hans_Jorgenson_(Earth-616),Public Identity,NA,NA,NA,Male,NA,Living Characters,5,NA,NA
19642,Perry Webb ,\/Perry_Webb_(Earth-616),No Dual Identity,Good,Brown Eyes,Black Hair,Male,Homosexual Characters,Living Characters,5,NA,NA
35754,Persephone (Olympian) ,\/Persephone_(Olympian)_(Earth-616),Secret Identity,Good,Brown Eyes,Black Hair,Female,NA,Living Characters,5,NA,NA
36138,Rapture (Contingency) ,\/Rapture_(Contingency)_(Earth-616),Secret Identity,Bad,NA,Black Hair,Female,NA,Living Characters,5,NA,NA
679265,Carmen Nobili ,\/Carmen_Nobili_(Earth-616),Public Identity,Bad,Brown Eyes,Bald,Male,NA,Deceased Characters,5,NA,NA
747897,Cindy Moon ,\/Cindy_Moon_(Earth-616),Secret Identity,Good,Brown Eyes,Black Hair,Female,NA,Living Characters,5,NA,NA
722351,Clayton Cole ,\/Clayton_Cole_(Earth-616),Secret Identity,Neutral,NA,Blond Hair,Male,NA,Living Characters,5,NA,NA
709665,Edan Younge ,\/Edan_Younge_(Earth-616),No Dual Identity,Bad,Blue Eyes,Black Hair,Male,NA,Living Characters,5,NA,NA
713167,Eve Greenwood ,\/Eve_Greenwood_(Earth-616),No Dual Identity,Good,Green Eyes,NA,Female,NA,Living Characters,5,NA,NA
749456,Future ,\/Future_(Earth-616),Secret Identity,Bad,Brown Eyes,Black Hair,Male,NA,Deceased Characters,5,NA,NA
712486,Gabe Reyes ,\/Gabe_Reyes_(Earth-616),Secret Identity,Good,Brown Eyes,Black Hair,Male,NA,Living Characters,5,NA,NA
678716,Gestalt (Legion Personality) ,\/Gestalt_(Legion_Personality)_(Earth-616),Secret Identity,Good,NA,NA,Male,NA,Deceased Characters,5,NA,NA
727017,Gil ,\/Gil_(Earth-616),No Dual Identity,Neutral,White Eyes,Brown Hair,NA,NA,Living Characters,5,NA,NA
702446,Impulse (Second) ,\/Impulse_(Second)_(Earth-616),Secret Identity,Good,NA,NA,Male,NA,Living Characters,5,NA,NA
628684,Infestation ,\/Infestation_(Earth-616),Secret Identity,Bad,Black Eyes,Black Hair,Female,NA,Living Characters,5,NA,NA
691939,Jamir Khan ,\/Jamir_Khan_(Earth-616),Public Identity,Neutral,Brown Eyes,Brown Hair,Male,NA,Living Characters,5,NA,NA
679285,Joseph Nobili ,\/Joseph_Nobili_(Earth-616),Public Identity,Bad,White Eyes,Grey Hair,Male,NA,Deceased Characters,5,NA,NA
730644,Joshua Utler ,\/Joshua_Utler_(Earth-616),No Dual Identity,Neutral,Blue Eyes,White Hair,Male,NA,Deceased Characters,5,NA,NA
713349,Krystal (Mutant) ,\/Krystal_(Mutant)_(Earth-616),No Dual Identity,Neutral,Blue Eyes,Blond Hair,Female,NA,Living Characters,5,NA,NA
682481,Leah (Construct) ,\/Leah_(Construct)_(Earth-616),Secret Identity,Bad,Green Eyes,NA,Female,NA,Living Characters,5,NA,NA
729739,Lichidus ,\/Lichidus_(Earth-616),No Dual Identity,Bad,Purple Eyes,Bald,Male,NA,Living Characters,5,NA,NA
703558,Liho ,\/Liho_(Earth-616),No Dual Identity,Neutral,Hazel Eyes,Black Hair,NA,NA,Living Characters,5,NA,NA
659358,Steven Rogers (Captain Zolandia) ,\/Steven_Rogers_(Captain_Zolandia)_(Earth-616),Secret Identity,Bad,Brown Eyes,Black Hair,Male,NA,Living Characters,5,NA,NA
683294,Subguardian Titan ,\/Subguardian_Titan_(Earth-616),Secret Identity,Good,NA,Brown Hair,Male,NA,Living Characters,5,NA,NA
711244,Terrence Rhodes ,\/Terrence_Rhodes_(Earth-616),No Dual Identity,Good,Brown Eyes,Bald,Male,NA,Deceased Characters,5,NA,NA
741844,Terry Schreck (Earth-1610),\/Terry_Schreck_(Earth-1610),No Dual Identity,Good,Pink Eyes,Black Hair,Male,NA,Living Characters,5,NA,NA
690448,Ulana ,\/Ulana_(Earth-616),NA,NA,NA,NA,Female,NA,Living Characters,5,NA,NA
741838,Vernon Brooks (Earth-1610),\/Vernon_Brooks_(Earth-1610),No Dual Identity,Good,Black Eyes,Black Hair,Male,NA,Living Characters,5,NA,NA
708922,Yevgeny-Malevitch Volga ,\/Yevgeny-Malevitch_Volga_(Earth-616),No Dual Identity,Bad,NA,White Hair,Male,NA,Living Characters,5,NA,NA
333140,Nono ,\/Nono_(Earth-616),No Dual Identity,Good,NA,NA,Male,NA,Living Characters,4,Oct-39,1939
331149,Paul de Kraft ,\/Paul_de_Kraft_(Earth-616),No Dual Identity,Bad,NA,Black Hair,Male,NA,Deceased Characters,4,Oct-39,1939
438715,Pete Johnson ,\/Pete_Johnson_(Earth-616),No Dual Identity,Good,NA,Brown Hair,Male,NA,Living Characters,4,Dec-39,1939
237927,Allan Lewis ,\/Allan_Lewis_(Earth-616),Secret Identity,Good,Blue Eyes,Blond Hair,Male,NA,Deceased Characters,4,Feb-40,1940
445732,Balu ,\/Balu_(Earth-616),No Dual Identity,Good,NA,NA,Male,NA,Living Characters,4,Feb-40,1940
282467,Benjamin Ruff ,\/Benjamin_Ruff_(Earth-616),Secret Identity,Good,Blue Eyes,Red Hair,Male,NA,Living Characters,4,Sep-40,1940
13132,Bruce Bravelle ,\/Bruce_Bravelle_(Earth-616),Secret Identity,Good,Brown Eyes,Brown Hair,Male,NA,Living Characters,4,Aug-40,1940
445737,Edith Alton ,\/Edith_Alton_(Earth-616),Public Identity,Good,NA,Blond Hair,Female,NA,Living Characters,4,Feb-40,1940
449963,Fred Raymond ,\/Fred_Raymond_(Earth-616),Public Identity,Good,NA,Black Hair,Male,NA,Deceased Characters,4,Sep-40,1940
448461,Joel Williams ,\/Joel_Williams_(Earth-616),Public Identity,Good,NA,Blond Hair,Male,NA,Living Characters,4,Mar-40,1940
448467,Joshua Williams ,\/Joshua_Williams_(Earth-616),Public Identity,Good,NA,Blond Hair,Male,NA,Living Characters,4,Mar-40,1940
346786,Khufor ,\/Khufor_(Earth-616),Public Identity,Bad,Blue Eyes,No Hair,Male,NA,Living Characters,4,Sep-40,1940
260411,Martin Simon Burns ,\/Martin_Simon_Burns_(Earth-616),Secret Identity,Good,Blue Eyes,Blond Hair,Male,NA,Living Characters,4,Sep-40,1940
282525,Muro ,\/Muro_(Earth-616),Public Identity,Bad,Black Eyes,Black Hair,Male,NA,Living Characters,4,Jan-40,1940
439258,Nosey ,\/Nosey_(Earth-616),Public Identity,Good,NA,NA,Male,NA,Living Characters,4,Mar-40,1940
237560,Varen David ,\/Varen_David_(Earth-616),Public Identity,Good,Blue Eyes,Blond Hair,Male,NA,Living Characters,4,Jun-40,1940
239070,Zara of the Jungle ,\/Zara_of_the_Jungle_(Earth-616),Secret Identity,Good,Blue Eyes,Black Hair,Female,NA,Living Characters,4,Apr-40,1940
76271,Zephyrus Jones ,\/Zephyrus_Jones_(Earth-616),Public Identity,Good,Green Eyes,Auburn Hair,Male,NA,Living Characters,4,Feb-40,1940
461628,Demon (Davey Drew Foe) ,\/Demon_(Davey_Drew_Foe)_(Earth-616),Secret Identity,Bad,Red Eyes,Black Hair,Male,NA,Living Characters,4,Dec-41,1941
8858,Fritz Tiboldt ,\/Fritz_Tiboldt_(Earth-616),Secret Identity,Bad,NA,Black Hair,Male,NA,Deceased Characters,4,Aug-41,1941
13095,George Maxon ,\/George_Maxon_(Earth-616),NA,Bad,NA,NA,Male,NA,Living Characters,4,Mar-41,1941
244737,Lord of Death ,\/Lord_of_Death_(Earth-616),Secret Identity,Bad,Black Eyes,White Hair,Male,NA,Living Characters,4,Jun-41,1941
7707,Pascal Horta ,\/Pascal_Horta_(Earth-616),Public Identity,Bad,Brown Eyes,Black Hair,Male,NA,Living Characters,4,Dec-41,1941
