EntryID,LemmaID,SignFrequency(M),SignFrequency(SD),SignFrequency(Z),SignFrequency(N),PercentUnknown,SignFrequency(M-Native),SignFrequency(SD-Native),SignFreqZ(native),SignFrequency(N-Native),PercentUnknown(Native),GlossConfirmation,PercentGlossAgreement,PercentGlossAgreement(Native),Iconicity(M),Iconicity(SD),Iconicity(Z),Iconicity(N),SubtLexUSLog10WF,LexicalClass,Compound,Initialized,FingerspelledLoanSign,SignOnset(ms),SignOffset(ms),SignLength(ms),ClipLength(ms),SignType,MajorLocation,MinorLocation,SelectedFingers,Flexion,Movement,MinimalNeighborhoodDensity,MaximalNeighborhoodDensity,Parameter-BasedNeighborhoodDensity,SignTypeFrequency,MajorLocationFrequency,MinorLocationFrequency,SelectedFingersFrequency,FlexionFrequency,MovementFrequency,HandshapeFrequency,,Batch,Item,List,Repeat.1
1_dollar,1_dollar,3.034,1.5,-0.774768339,29,0.00%,2.944,1.474,-0.921592876,18,0.00%,0,,,1.074,2.025,-0.82,27,3.15,Noun,0,0,0,467.13,1101.1,633.97,1668.34,AsymmetricalDifferentHandshape,Hand,FingerBack,imrp,7,BackAndForth,739,28,9,178,216,21,455,82,354,72,,C,25,2,0
5_dollars,5_dollars,5.12,1.716,0.302070702,25,0.00%,5.214,1.847,0.360327631,14,0.00%,0,,,5.481,2.016,1.308,27,NA,Noun,0,0,0,433.77,767.43,333.67,1468.14,OneHanded,Neutral,Neutral,imrp,1,None,923,44,12,388,349,345,455,487,180,192,,B,62,1,0
8_hour,8_hour,4.267,1.574,-0.043379748,30,0.00%,4.444,1.723,-0.040810319,18,0.00%,0,,,2.654,2.025,-0.101,26,NA,Number,0,1,0,500.5,1234.57,734.07,2035.37,AsymmetricalDifferentHandshape,Hand,Palm,m,6,Circular,392,2,0,178,216,91,30,74,111,5,,C,55,2,0
9_oclock,9_oclock,4.133,1.592,-0.125906723,30,0.00%,4.778,1.478,0.139391841,18,0.00%,0,,,2.741,2.025,0.034,27,NA,Number,1,1,0,533.87,1267.94,734.07,2135.47,OneHanded,Hand,PalmBack,i,6,None,733,5,0,388,216,24,265,74,180,42,,C,80,2,0
about_1,about,5.48,1.475,0.522686756,25,0.00%,5.5,1.787,0.517788805,14,0.00%,0,,,2.067,2.045,-0.324,30,5.268,Minor,0,0,0,367.03,1067.73,700.7,1868.54,AsymmetricalSameHandshape,Hand,FingerTip,i,1,Circular,737,15,3,78,216,15,265,487,111,134,,B,72,2,0
about_2,about,3.522,1.534,-0.762398252,23,8.00%,3.417,1.564,-0.794374421,12,14.29%,0,,,2.133,2.045,-0.309,30,5.268,Minor,0,0,0,567.23,1501.5,934.27,2268.94,AsymmetricalDifferentHandshape,Hand,FingerTip,i,1,Circular,735,31,3,178,216,15,265,487,111,134,,B,3,2,0
accident,accident,4.12,1.833,-0.325682585,25,0.00%,4.071,1.592,-0.344426334,14,0.00%,0,,,3.3,2.045,0.263,30,3.618,Verb,0,0,0,400.4,1101.1,700.7,1634.97,SymmetricalOrAlternating,Neutral,Neutral,imrp,1,Straight,870,88,12,332,349,345,455,487,177,192,,B,59,2,0
accomplish,accomplish,4.467,1.456,0.046516615,30,0.00%,4.611,1.42,0.024467548,18,0.00%,0,,,1.963,2.025,-0.398,27,2.48,Verb,0,0,0,600.6,1034.37,433.77,2002,SymmetricalOrAlternating,Head,Eye,i,1,Straight,875,27,12,332,300,61,265,487,177,134,,C,85,2,0
accountant,accountant,3.24,1.832,-0.381157042,25,0.00%,3.067,1.907,-0.424415532,15,0.00%,0,,,2.476,2.153,-0.496,21,2.5,Noun,1,0,0,400.4,1234.57,834.17,1601.6,AsymmetricalDifferentHandshape,Hand,Palm,i,6,Circular,525,11,2,178,216,91,265,74,111,42,,A,44,3,0
act,act,4.28,1.208,-0.214034888,25,0.00%,4.286,0.914,-0.225341098,14,0.00%,0,,,1.6,2.045,-0.539,30,3.746,Verb,0,0,0,333.67,900.9,567.23,1468.14,SymmetricalOrAlternating,Body,Clavicle,thumb,1,Circular,732,10,2,332,100,41,54,487,111,44,,B,38,2,0
action,action,4.533,1.383,0.074730451,30,0.00%,4.944,1.11,0.217766464,18,0.00%,0,,,2.2,1.921,-0.336,30,3.494,Noun,0,0,0,500.5,1167.84,667.33,1835.17,SymmetricalOrAlternating,Neutral,Neutral,imrp,5,Circular,711,35,3,332,349,345,455,108,111,89,,C,26,1,0
actor,actor,4.44,1.635,0.230264784,25,0.00%,4.533,1.407,0.329996949,15,0.00%,0,,,1.524,2.153,-0.941,21,3.128,Noun,1,0,0,300.3,1234.57,934.27,1601.6,SymmetricalOrAlternating,Body,Clavicle,thumb,5,Circular,515,2,0,332,100,41,54,108,111,1,,A,47,3,0
address,address,4.889,1.476,0.410311953,27,0.00%,5.125,1.408,0.527799869,16,0.00%,0,,,1.486,2.025,-0.728,37,3.426,Noun,0,1,0,667.33,1568.24,900.9,2102.1,SymmetricalOrAlternating,Body,Waist,thumb,1,Curved,737,11,0,332,100,4,54,487,125,44,,D,16,1,0
adult,adult,4.6,1.276,0.137196141,30,0.00%,4.778,1.215,0.146134436,18,0.00%,0,,,2.229,2.075,-0.354,35,2.863,Noun,0,0,0,1034.37,1835.17,800.8,2936.27,SymmetricalOrAlternating,Head,Other,imrp,3,Circular,803,7,0,332,300,74,455,88,111,34,,C,8,3,0
africa,africa,3.667,1.617,-0.091611292,27,0.00%,3.923,1.605,0.051374334,13,0.00%,0,,,2.1,2.074,-0.442,30,2.981,Noun,0,1,0,1067.73,2068.74,1001,3136.47,OneHanded,Neutral,Neutral,imrp,1,Curved,920,32,9,388,349,345,455,487,125,192,,A,82,2,0
after,after,3.88,1.509,-0.432419419,25,0.00%,3.786,1.477,-0.481912643,14,0.00%,0,,,3.2,2.045,0.212,30,4.542,Minor,0,0,0,533.87,1034.37,500.5,1701.7,AsymmetricalSameHandshape,Hand,FingerRadial,imrp,1,Curved,829,32,2,78,216,33,455,487,125,192,,B,30,2,0
age,age,5.4,1.19,0.486453861,25,0.00%,5.286,1.139,0.393929194,14,0.00%,0,,,1.7,2.045,-0.524,30,3.606,Noun,0,0,0,400.4,834.17,433.77,1401.4,OneHanded,Head,Chin,imrp,5,Straight,802,31,4,388,300,63,455,108,177,89,,B,71,2,0
agreement,agreement,5.033,1.299,0.403031282,30,0.00%,5.444,1.247,0.524888508,18,0.00%,0,,,3.148,2.025,0.157,27,2.951,Noun,1,0,0,600.6,1067.73,467.13,1835.17,Other,Head,Eye,i,1,None,751,23,22,17,300,61,265,487,180,134,,C,78,2,0
airplane,airplane,4.808,1.47,0.378853074,26,0.00%,5.188,1.328,0.548240914,16,0.00%,0,,,1.773,2.009,-0.616,22,2.747,Noun,0,0,0,467.13,1668.34,1201.2,1868.54,OneHanded,Neutral,Neutral,ip,1,BackAndForth,889,12,1,388,349,345,7,487,354,7,,D,68,3,0
alarm,alarm,4.4,1.476,0.043763744,30,0.00%,4.722,1.602,0.138938895,18,0.00%,0,,,1.667,1.921,-0.607,30,3.183,Noun,0,0,0,867.53,1434.77,567.23,2268.94,AsymmetricalDifferentHandshape,Hand,Palm,i,1,BackAndForth,797,53,6,178,216,91,265,487,354,134,,C,85,1,0
all,all,5.3,1.685,0.524044464,30,0.00%,5.444,1.58,0.527038259,18,0.00%,0,,,2.8,2.075,-0.093,35,5.42,Minor,0,0,0,367.03,1334.67,967.63,2102.1,AsymmetricalSameHandshape,Hand,Other,imrp,1,Circular,829,35,5,78,216,12,455,487,111,192,,C,88,3,0
alone,alone,3.963,1.427,-0.131820241,27,0.00%,4.176,1.551,-0.057886538,17,0.00%,0,,,2.161,2.166,-0.37,31,4.197,Adjective,0,0,0,500.5,1768.44,1267.94,2602.6,OneHanded,Neutral,Neutral,i,1,Circular,877,22,3,388,349,345,265,487,111,134,,D,24,2,0
alphabet,alphabet,3.88,1.856,-0.477302127,25,0.00%,3.071,1.685,-0.983978956,14,0.00%,0,,,2.633,2.045,-0.068,30,2.107,Noun,0,1,1,367.03,1001,633.97,1701.7,OneHanded,Neutral,Neutral,imrp,7,None,833,21,4,388,349,345,455,82,180,72,,B,24,2,0
amazing,amazing,4.778,1.553,0.307021229,27,0.00%,5.059,1.435,0.483199081,17,0.00%,1,51.85%,52.94%,3.097,1.821,-0.125,31,3.62,Adjective,0,0,0,533.87,1267.94,734.07,1968.64,OneHanded,Head,Other,imrp,5,BackAndForth,851,46,8,388,300,74,455,108,354,89,,D,93,2,0
america,america,4.5,1.306,0.096440538,30,0.00%,4.889,1.278,0.190746195,18,0.00%,0,,,1.593,2.025,-0.591,27,3.599,Name,0,0,0,567.23,1334.67,767.43,2002,SymmetricalOrAlternating,Neutral,Neutral,imrp,1,Circular,869,71,3,332,349,345,455,487,111,192,,C,6,2,0
and,and,5.208,1.587,0.346962545,24,0.00%,5,1.871,0.140825635,13,0.00%,0,,,1.567,1.948,-0.624,30,5.834,Minor,0,0,0,400.4,734.07,333.67,1401.4,OneHanded,Neutral,Neutral,imrp,3,Straight,857,10,3,388,349,345,455,88,177,34,,B,72,3,0
angel,angel,3.167,1.659,-0.455625264,24,0.00%,3.267,1.58,-0.357009722,15,0.00%,0,,,4.667,2.153,0.506,21,3.601,Noun,0,0,0,567.23,1267.94,700.7,2302.3,SymmetricalOrAlternating,Body,Shoulder,imrp,1,None,859,22,1,332,100,8,455,487,180,192,,A,85,3,0
angry,angry,4.96,1.172,0.157172573,25,0.00%,5.214,1.051,0.333894224,14,0.00%,0,,,2.741,2.016,-0.056,27,3.478,Adjective,0,0,0,467.13,834.17,367.03,1368.04,SymmetricalOrAlternating,Body,Clavicle,imrp,2,Curved,690,9,1,332,100,41,455,76,125,18,,B,70,1,0
animal,animal,5.4,1.155,0.475722507,25,0.00%,5.571,1.158,0.552653663,14,0.00%,0,,,1.6,1.948,-0.603,30,3.366,Noun,0,0,0,567.23,1234.57,667.33,1901.9,SymmetricalOrAlternating,Body,Clavicle,imrp,4,BackAndForth,749,16,1,332,100,41,455,52,354,30,,B,2,3,0
announce,announce,4.6,1.354,0.141947946,30,0.00%,4.833,1.2,0.163170657,18,0.00%,0,,,4.2,1.921,0.658,30,2.698,Verb,0,0,0,467.13,767.43,300.3,1735.07,SymmetricalOrAlternating,Head,Chin,i,1,Straight,875,27,12,332,300,63,265,487,177,134,,C,86,1,0
appear,appear,4.9,1.517,0.330255027,30,0.00%,4.889,1.745,0.202662176,18,0.00%,0,,,2.361,2.075,-0.3,36,3.077,Verb,0,0,0,400.4,934.27,533.87,1735.07,AsymmetricalDifferentHandshape,Hand,Other,i,1,Straight,756,36,10,178,216,74,265,487,177,134,,C,64,3,0
apple,apple,5.72,1.275,0.897992546,25,0.00%,5.733,1.28,0.920510872,15,0.00%,0,,,1.619,2.153,-0.88,21,3.082,Noun,0,0,0,400.4,967.63,567.23,1134.47,OneHanded,Head,CheekNose,i,2,None,645,33,2,388,300,45,265,76,180,39,,A,54,3,0
appointment,appointment,5.033,1.299,0.380353919,30,0.00%,5.111,1.323,0.317434419,18,0.00%,1,60.00%,61.11%,1.767,1.921,-0.567,30,3.193,Noun,0,0,0,467.13,1167.84,700.7,1935.27,AsymmetricalSameHandshape,Hand,PalmBack,imrp,5,Circular,638,13,2,78,216,24,455,108,111,89,,C,88,1,0
arm,arm,2.9,1.494,-0.862331513,30,0.00%,3,1.534,-0.863281324,18,0.00%,0,,,6.514,2.075,1.734,35,3.523,Noun,0,0,0,533.87,1167.84,633.97,1835.17,OneHanded,Arm,Other,imrp,5,Other,729,3,0,388,27,74,455,108,46,89,,C,43,3,0
army,army,3.76,1.562,-0.533880897,25,0.00%,4.071,1.492,-0.333945486,14,0.00%,0,,,3.037,2.016,0.093,27,3.641,Noun,0,0,0,433.77,1034.37,600.6,1801.8,SymmetricalOrAlternating,Body,Clavicle,imrp,7,BackAndForth,742,25,6,332,100,41,455,82,354,72,,B,59,1,0
arrive,arrive,5.333,1.33,0.650133206,27,0.00%,5.563,1.263,0.745857995,16,0.00%,0,,,2.324,2.025,-0.326,34,2.98,Verb,0,0,0,600.6,1601.6,1001,2502.5,AsymmetricalSameHandshape,Hand,FingerFront,imrp,1,Circular,829,35,5,78,216,12,455,487,111,192,,D,73,1,0
art,art,4.767,1.478,0.240029701,30,0.00%,4.889,1.451,0.218214139,18,0.00%,0,,,3.067,1.921,0.095,30,3.558,Noun,0,0,0,867.53,1334.67,467.13,2335.67,AsymmetricalDifferentHandshape,Hand,Palm,p,1,BackAndForth,752,26,3,178,216,91,41,487,354,38,,C,75,1,0
asia,asia,4.516,1.651,0.269972524,31,0.00%,4.222,1.592,0.143823415,18,0.00%,0,,,1.73,2.048,-0.688,37,2.433,Noun,0,1,0,600.6,1601.6,1001,2235.57,OneHanded,Neutral,Neutral,imrp,7,Circular,829,12,4,388,349,345,455,82,111,72,,A,78,1,0
ask,ask,5.24,1.422,0.369360297,25,0.00%,5.429,1.158,0.455006653,14,0.00%,0,,,2.133,2.045,-0.302,30,4.392,Verb,0,0,0,467.13,834.17,367.03,1468.14,OneHanded,Neutral,Neutral,i,1,Curved,881,30,4,388,349,345,265,487,125,134,,B,23,2,0
attention,attention,5.8,1.258,0.957293294,25,0.00%,5.667,1.047,0.919119193,15,0.00%,0,,,4.81,2.153,0.562,21,3.702,Noun,0,0,0,767.43,1334.67,567.23,2802.8,SymmetricalOrAlternating,Head,Eye,imrp,1,BackAndForth,922,65,13,332,300,61,455,487,354,192,,A,89,3,0
awkward,awkward,4.2,1.414,-0.266284422,25,0.00%,4.143,1.512,-0.283758759,14,0.00%,0,,,2.538,2.016,-0.177,26,2.864,Noun,0,0,0,433.77,1034.37,600.6,1568.24,SymmetricalOrAlternating,Neutral,Neutral,im,1,BackAndForth,861,54,7,332,349,345,129,487,354,66,,B,22,1,0
baby,baby,5,1.509,0.377928861,30,0.00%,5.056,1.514,0.273175079,18,0.00%,0,,,6.833,1.921,2.076,30,4.415,Noun,0,0,0,500.5,1234.57,734.07,1935.27,SymmetricalOrAlternating,Neutral,Neutral,imrp,1,BackAndForth,908,118,32,332,349,345,455,487,354,192,,C,17,1,0
back,back,4.731,1.282,0.277462481,26,0.00%,4.938,1.389,0.358134045,16,0.00%,0,,,5.458,2.009,1.167,24,5.011,Adverb,0,0,0,433.77,1334.67,900.9,2235.57,OneHanded,Body,Other,imrp,7,Straight,777,12,0,388,100,74,455,82,177,72,,D,29,3,0
bacon,bacon,5,1.756,0.523634327,25,0.00%,4.867,1.642,0.488278946,15,0.00%,0,,,3.381,2.153,-0.098,21,2.681,Noun,0,0,0,1668.34,2335.67,667.33,3136.47,SymmetricalOrAlternating,Neutral,Neutral,im,3,Straight,661,5,0,332,349,345,129,88,177,8,,A,73,3,0
bad,bad,5.5,1.285,0.563493972,24,0.00%,5.571,1.342,0.542994804,14,0.00%,0,,,1.567,2.045,-0.571,30,4.444,Adjective,0,0,0,433.77,800.8,367.03,1234.57,OneHanded,Head,Chin,imrp,1,Straight,897,64,8,388,300,63,455,487,177,192,,B,82,2,0
bag,bag,5.452,1.261,0.741408379,31,0.00%,5.889,1.183,0.995474887,18,0.00%,0,,,5.73,2.048,1.254,37,3.681,Noun,0,0,0,433.77,1201.2,767.43,2068.74,OneHanded,Neutral,Neutral,imrp,7,BackAndForth,867,30,12,388,349,345,455,82,354,72,,A,64,1,0
bake_1,bake_1,4.333,1.561,0.162638654,30,3.23%,4.176,1.776,0.126802504,17,5.56%,1,80.00%,82.35%,1.919,2.048,-0.591,37,2.511,Verb,0,0,0,300.3,967.63,667.33,1167.84,AsymmetricalSameHandshape,Neutral,Neutral,imrp,1,BackAndForth,899,49,32,78,349,345,455,487,354,192,,A,60,1,0
bake_2,bake_2,5.12,1.301,0.251914963,25,0.00%,5.286,1.541,0.347990737,14,0.00%,0,,,2.259,2.016,-0.319,27,2.511,Verb,0,0,0,1034.37,1534.87,500.5,2168.84,AsymmetricalSameHandshape,Neutral,Neutral,imrp,1,Straight,860,16,12,78,349,345,455,487,177,192,,B,51,1,0
balance,balance,4.067,1.893,-0.105070929,30,0.00%,4.167,2.176,-0.172975674,18,0.00%,0,,,5.63,2.025,1.389,27,2.884,Noun,0,0,0,500.5,1301.3,800.8,2002,SymmetricalOrAlternating,Neutral,Neutral,imrp,4,BackAndForth,781,62,3,332,349,345,455,52,354,30,,C,46,2,0
ball,ball,4.633,1.474,0.195634246,30,0.00%,4.833,1.383,0.17331809,18,0.00%,0,,,5.37,2.025,1.279,27,3.729,Noun,0,0,0,467.13,1067.73,600.6,1901.9,SymmetricalOrAlternating,Neutral,Neutral,imrp,5,BackAndForth,779,85,8,332,349,345,455,108,354,89,,C,44,2,0
balloon,balloon,2.852,1.537,-0.544848063,27,0.00%,2.846,1.676,-0.520071923,13,0.00%,0,,,4.967,2.074,0.891,30,2.646,Noun,0,0,0,834.17,1568.24,734.07,2969.64,SymmetricalOrAlternating,Head,Mouth,imrp,7,Straight,800,12,2,332,300,40,455,82,177,72,,A,86,2,0
banana,banana,3.875,1.702,-0.059154333,24,4.00%,3.714,1.637,-0.108300431,14,6.67%,0,,,5.381,2.153,0.838,21,2.739,Noun,0,0,0,333.67,967.63,633.97,1368.04,AsymmetricalDifferentHandshape,Hand,FingerRadial,imrp,4,BackAndForth,742,27,4,178,216,33,455,52,354,30,,A,2,3,0
bank,bank,4.741,1.559,0.285965929,27,0.00%,4.765,1.715,0.251874636,17,0.00%,0,,,1.161,2.166,-0.82,31,3.637,Noun,0,0,1,667.33,1668.34,1001,2736.07,OneHanded,Neutral,Neutral,imrp,1,None,923,44,12,388,349,345,455,487,180,192,,D,32,2,0
bar,bar,4.087,1.881,0.016975801,23,8.00%,3.923,2.019,-0.010876371,13,13.33%,0,,,2.19,2.153,-0.624,21,3.642,Noun,0,0,0,300.3,2002,1701.7,3136.47,OneHanded,Head,Mouth,thumb,1,BackAndForth,831,42,4,388,300,40,54,487,354,44,,A,72,3,0
baseball,baseball,4.12,1.833,0.084432755,25,0.00%,3.933,2.086,0.029879676,15,0.00%,1,100.00%,100.00%,6.571,2.153,1.406,21,3.11,Noun,0,0,0,433.77,1134.47,700.7,1267.94,SymmetricalOrAlternating,Neutral,Neutral,imrp,7,BackAndForth,772,80,12,332,349,345,455,82,354,72,,A,43,3,0
basement,basement,2.867,1.889,-0.883063081,30,0.00%,2.722,2.052,-1.06926711,18,0.00%,0,,,3.167,1.921,0.141,30,3.031,Noun,0,0,0,467.13,1134.47,667.33,1868.54,AsymmetricalDifferentHandshape,Hand,Other,thumb,1,Circular,656,8,2,178,216,74,54,487,111,44,,C,34,1,0
basketball,basketball,5.04,1.814,0.565136961,25,0.00%,5,1.89,0.588695818,15,0.00%,0,,,3.381,2.153,-0.089,21,3.038,Noun,0,0,0,400.4,900.9,500.5,1234.57,SymmetricalOrAlternating,Neutral,Neutral,imrp,5,None,746,41,6,332,349,345,455,108,180,89,,A,45,3,0
bath,bath,4.92,1.754,0.160890687,25,0.00%,5.143,2.143,0.286793949,14,0.00%,0,,,2,2.016,-0.433,27,3.201,Noun,0,0,0,433.77,1034.37,600.6,1668.34,SymmetricalOrAlternating,Body,Clavicle,thumb,1,BackAndForth,814,23,2,332,100,41,54,487,354,44,,B,19,1,0
bathroom,bathroom,6.556,0.847,1.486249688,27,0.00%,6.615,0.768,1.487709133,13,0.00%,0,,,1.3,2.074,-0.809,30,3.498,Noun,0,0,0,400.4,734.07,333.67,967.63,OneHanded,Neutral,Neutral,thumb,Crossed,BackAndForth,786,3,1,388,349,345,54,13,354,4,,A,51,2,0
battery,battery,5.148,1.027,0.561585512,27,0.00%,5.235,0.97,0.554425521,17,0.00%,0,,,1.8,2.166,-0.528,30,2.802,Noun,0,0,0,567.23,1601.6,1034.37,2602.6,SymmetricalOrAlternating,Neutral,Neutral,i,2,BackAndForth,765,27,8,332,349,345,265,76,354,39,,D,89,2,0
bear,bear,3.115,1.796,-0.576845444,26,0.00%,3,1.751,-0.68079473,16,0.00%,0,,,3,2.009,-0.051,24,3.467,Noun,0,0,0,533.87,1735.07,1201.2,2602.6,SymmetricalOrAlternating,Body,Clavicle,imrp,1,BackAndForth,894,57,4,332,100,41,455,487,354,192,,D,63,3,0
beard,beard,3.3,1.803,-0.60130456,30,0.00%,3.778,1.768,-0.388650749,18,0.00%,0,,,6.139,2.075,1.54,36,2.809,Noun,0,0,0,567.23,1167.84,600.6,1768.44,SymmetricalOrAlternating,Head,Other,imrp,5,Curved,787,22,6,332,300,74,455,108,125,89,,C,85,3,0
beat,beat,3.24,1.052,-0.539199515,25,0.00%,3.438,0.629,-0.439486726,16,0.00%,1,60.00%,62.50%,1.625,2.009,-0.681,24,3.827,Verb,0,0,0,567.23,1534.87,967.63,2068.74,AsymmetricalDifferentHandshape,Hand,FingerTip,imrp,7,Straight,674,18,1,178,216,15,455,82,177,72,,D,20,3,0
because,because,4.24,1.535,-0.354276288,25,0.00%,3.929,1.492,-0.473005527,14,0.00%,0,,,1.296,2.016,-0.761,27,4.737,Minor,0,0,0,467.13,800.8,333.67,1568.24,OneHanded,Head,Forehead,imrp,1,Curved,890,60,3,388,300,26,455,487,125,192,,B,49,1,0
bed,bed,6.12,1.301,1.120827836,25,0.00%,6.267,1.033,1.232860041,15,0.00%,0,,,6.095,2.153,1.164,21,3.98,Noun,0,0,0,533.87,767.43,233.57,900.9,OneHanded,Head,CheekNose,imrp,1,None,889,82,10,388,300,45,455,487,46,192,,A,37,3,0
bedroom,bedroom,4.444,1.695,0.176098895,27,0.00%,4.375,1.455,0.113623466,16,0.00%,0,,,4,2.025,0.508,37,3.273,Noun,1,0,0,734.07,2068.74,1334.67,2936.27,SymmetricalOrAlternating,Head,Eye,imrp,1,None,892,31,10,332,300,61,455,487,180,192,,D,56,1,0
beer,beer,4.76,1.715,0.122773786,25,0.00%,4.357,1.906,-0.157512727,14,0.00%,0,,,1.333,1.948,-0.75,30,3.586,Noun,0,1,0,433.77,1034.37,600.6,1601.6,OneHanded,Head,CheekNose,imrp,1,BackAndForth,925,75,13,388,300,45,455,487,354,192,,B,62,3,0
behavior,behavior,3.741,1.559,-0.383048858,27,6.67%,3.813,1.471,-0.439746654,16,5.56%,0,,,1.481,2.025,-0.623,27,2.731,Noun,0,1,0,500.5,1234.57,734.07,2469.14,SymmetricalOrAlternating,Neutral,Neutral,imrp,1,BackAndForth,908,118,32,332,349,345,455,487,354,192,,C,36,2,0
behind,behind,4.2,1.472,-0.280377563,25,0.00%,4.429,1.222,-0.124938354,14,0.00%,0,,,2.633,2.045,-0.084,30,3.982,Minor,0,0,0,367.03,834.17,467.13,1701.7,AsymmetricalSameHandshape,Hand,FingerBack,thumb,1,Circular,655,11,2,78,216,21,54,487,111,44,,B,48,2,0
believe,believe,5.37,1.182,0.687984351,27,0.00%,5.176,1.237,0.497794908,17,0.00%,1,92.59%,94.12%,2.355,2.166,-0.276,31,4.504,Verb,1,0,0,600.6,1735.07,1134.47,2502.5,OneHanded,Head,Eye,i,1,None,801,86,22,388,300,61,265,487,180,134,,D,49,2,0
belt,belt,2.13,1.14,-1.031805043,23,8.00%,2.357,1.151,-0.835671491,14,6.67%,0,,,6.524,2.153,1.366,21,3.095,Noun,0,0,0,400.4,1101.1,700.7,1368.04,SymmetricalOrAlternating,Body,Hips,im,1,Curved,773,12,1,332,100,6,129,487,125,66,,A,36,3,0
benefit,benefit,3,1.554,-0.744262603,30,0.00%,3,1.372,-0.849820746,18,0.00%,1,23.33%,22.22%,1.645,1.821,-0.957,31,2.865,Noun,0,0,0,800.8,1468.14,667.33,2202.2,OneHanded,Body,Clavicle,i,6,BackAndForth,760,14,1,388,100,41,265,74,354,42,,C,56,2,0
bicycle,bicycle,5.185,1.241,0.559952872,27,0.00%,5.471,1.231,0.66016343,17,0.00%,0,,,5.484,2.166,1.161,31,2.529,Noun,0,0,0,600.6,1735.07,1134.47,2369.04,SymmetricalOrAlternating,Neutral,Neutral,imrp,7,Circular,702,35,4,332,349,345,455,82,111,72,,D,26,2,0
binoculars,binoculars,2.375,1.498,-0.800861841,24,4.00%,2.4,1.502,-0.782766301,15,0.00%,0,,,6.952,2.153,1.594,21,1.909,Noun,0,0,0,400.4,1368.04,967.63,2102.1,SymmetricalOrAlternating,Head,Eye,imrp,5,None,798,28,7,332,300,61,455,108,180,89,,A,74,3,0
biology,biology,3.444,1.847,-0.236812035,27,0.00%,3.231,1.964,-0.340040763,13,0.00%,1,96.30%,92.31%,1.367,2.074,-0.792,30,2.4,Noun,0,1,0,233.57,1167.84,934.27,1301.3,SymmetricalOrAlternating,Neutral,Neutral,imrp,1,Circular,869,71,3,332,349,345,455,487,111,192,,A,15,2,0
bird,bird,5.161,1.416,0.601524919,31,0.00%,5.278,1.406,0.676796307,18,0.00%,1,90.32%,83.33%,4.553,2.048,0.658,38,3.365,Noun,0,0,0,400.4,767.43,367.03,1167.84,OneHanded,Head,Chin,i,3,None,663,29,2,388,300,63,265,88,180,17,,A,41,1,0
birth,birth,4.367,1.65,-0.019178619,30,0.00%,4.722,1.364,0.062993314,18,0.00%,0,,,2.519,2.025,-0.129,27,3.148,Noun,0,0,0,633.97,1067.73,433.77,2035.37,AsymmetricalSameHandshape,Hand,Palm,imrp,1,Curved,829,32,2,78,216,91,455,487,125,192,,C,76,2,0
birthday,birthday,5.185,1.178,0.552028448,27,0.00%,5.125,1.258,0.502775871,16,0.00%,0,,,1.242,2.025,-0.839,33,3.695,Noun,0,0,0,700.7,1568.24,867.53,2302.3,OneHanded,Head,Chin,m,3,Curved,567,4,0,388,300,63,30,88,125,23,,D,54,1,0
black,black,5.92,1.077,0.788237118,25,0.00%,5.929,1.072,0.741945499,14,0.00%,0,,,1.2,2.045,-0.741,30,3.933,Adjective,0,0,0,667.33,934.27,266.93,1768.44,OneHanded,Head,Forehead,i,1,Straight,816,67,12,388,300,26,265,487,177,134,,B,6,2,0
blanket,blanket,4.375,1.637,0.219479224,24,4.00%,4.533,1.885,0.34955552,15,0.00%,1,79.17%,73.33%,3.286,2.153,-0.129,21,2.822,Noun,0,0,0,333.67,867.53,533.87,1167.84,SymmetricalOrAlternating,Body,Clavicle,imrp,1,BackAndForth,894,57,4,332,100,41,455,487,354,192,,A,32,3,0
blind,blind,3.32,1.909,-0.793043445,25,0.00%,3.071,2.129,-0.882983187,14,0.00%,0,,,3.885,2.016,0.462,26,3.369,Adjective,0,0,0,266.93,667.33,400.4,1434.77,OneHanded,Head,Eye,im,5,Curved,622,4,0,388,300,61,129,108,125,5,,B,16,1,0
blinds_1,blinds_1,2.2,1.576,-1.553943776,20,20.00%,2.2,1.619,-1.413125745,10,28.57%,0,,,4.267,2.045,0.731,30,NA,Noun,0,0,0,433.77,967.63,533.87,1835.17,AsymmetricalDifferentHandshape,Neutral,Neutral,imrp,1,None,904,17,12,178,349,345,455,487,180,192,,B,81,2,0
blinds_2,blinds_2,1.826,1.193,-1.513830884,23,16.67%,2.143,1.406,-1.440473259,14,11.11%,1,65.22%,78.57%,3.889,2.075,0.403,36,2.041,Noun,0,0,0,633.97,1267.94,633.97,2135.47,SymmetricalOrAlternating,Neutral,Neutral,imrp,1,Straight,870,88,12,332,349,345,455,487,177,192,,C,14,3,0
blood,blood,3.6,1.476,-0.450397766,30,0.00%,3.833,1.505,-0.429575565,18,0.00%,0,,,2,1.921,-0.464,30,3.977,Noun,1,0,0,600.6,1267.94,667.33,2135.47,AsymmetricalDifferentHandshape,Head,Mouth,i,1,None,805,27,22,178,300,40,265,487,180,134,,C,87,1,0
blue,blue,4.63,1.548,0.18433947,27,3.33%,5.2,1.373,0.426850309,15,5.56%,0,,,1.074,2.025,-0.814,27,3.718,Adjective,0,1,0,433.77,800.8,367.03,1534.87,OneHanded,Neutral,Neutral,imrp,1,None,923,44,12,388,349,345,455,487,180,192,,C,62,2,0
